desc_siweisucan_6;我们的臣属由于和君主的政治理念不同，选择了沉默，实际上他对国家已经没有贡献了;;;;;;;;;;X,,,,,
building_program;正在修建工程;;;;;;;;;;X,,,,,
desc_building_program;此地正在修建国家工程，生产和劳役被大量征用。;;;;;;;;;;X,,,,,
hangoushuiqu;邗沟水渠;;;;;;;;;;X,,,,,
desc_hangoushuiqu;此地属于邗沟水渠沿岸，交通便利，军队通行无碍;;;;;;;;;;X,,,,,
lishimingguan;历史著名要塞;;;;;;;;;;X,,,,,
desc_lishimingguan;此地是历史著名要塞，当前已经修建完毕，固若金汤;;;;;;;;;;X,,,,,
flood_made;掘河放水;;;;;;;;;;X,,,,,
desc_flood_made;此地已经掘开河口放水，这是战争中国家采取的必要措施，此举将极大地影响下游城池，也对本地有少许负面作用。;;;;;;;;;;X,,,,,
flood_seige;洪水肆虐;;;;;;;;;;X,,,,,
desc_flood_seige;由于洪水肆虐，城市处于危机当中，眼看摇摇欲坠，生产也都陷入了停滞。;;;;;;;;;;X,,,,,
great_wall;万里长城;;;;;;;;;;X,,,,,
desc_great_wall;抵御草原游牧民族，以保卫我们北方边境的万里长城. ;;;;;;;;;;X,,,,,
heir_introduced;公子成人礼;;;;;;;;;;X,,,,,
desc_heir_introduced;一个公子已经成年岁了，我们可以为他举办一个加冠仪式作为他成年的象征，这将有利于国家的稳定和繁荣。;;;;;;;;;;X,,,,,
guoshi;编写国史;;;;;;;;;;X,,,,,
desc_guoshi;我们可以令史官每日记录朝堂上下之事，编撰成一部国史来彰显我们的昌盛，同时以史为鉴，也可以知兴衰得失。;;;;;;;;;;X,,,,,
zhouchaoyimin;收容西周遗民;;;;;;;;;;X,,,,,
desc_zhouchaoyimin;西周在犬戎各部的进攻下土崩瓦解，周王室被迫东迁，原来居住在关中地区的西周遗民也纷纷东迁，他们居无定所、漂泊流离，但传承着西周悠久的文化。;;;;;;;;;;X,,,,,
zajibaixi;杂技百戏;;;;;;;;;;X,,,,,
desc_zajibaixi;杂技百戏保罗万象，是民间丰富的文化娱乐活动，鼓励这些活动发展将让我们的人民更加安居乐业。;;;;;;;;;;X,,,,,
touzizhuzao;投资青铜器制造;;;;;;;;;;X,,,,,
desc_touzizhuzao;设立专门机构铸造青铜器，包括礼器、祭器和乐器，其品质将会得到全面的提升，当然，这是要花一大笔钱的。;;;;;;;;;;X,,,,,
bianzhong;编钟文化;;;;;;;;;;X,,,,,
desc_bianzhong;编钟是一种大型的青铜乐器，所谓音不正不行，定制乐礼规格是保证长治久安的前提。;;;;;;;;;;X,,,,,
daiyanzhisong;戴偃之宋;;;;;;;;;;X,,,,,
desc_daiyanzhisong;戴偃之宋;;;;;;;;;;X,,,,,
wuqiansheng;五千乘之劲宋;;;;;;;;;;X,,,,,
desc_wuqiansheng;五千乘之劲宋;;;;;;;;;;X,,,,,
jiesong;桀宋;;;;;;;;;;X,,,,,
desc_jiesong;桀宋;;;;;;;;;;X,,,,,
yingshanyigu;殷商遗孤之咆哮;;;;;;;;;;X,,,,,
desc_yingshanyigu;殷商遗孤之咆哮;;;;;;;;;;X,,,,,
ji;吉兆;;;;;;;;;;X,,,,,
desc_ji;吉兆;;;;;;;;;;X,,,,,
xiong;凶兆;;;;;;;;;;X,,,,,
desc_xiong;凶兆;;;;;;;;;;X,,,,,
jinian;吉年出战;;;;;;;;;;X,,,,,
desc_jinian;我师必胜、敌寇必诛;;;;;;;;;;X,,,,,
xiongnian;凶年出战;;;;;;;;;;X,,,,,
desc_xiongnian;我师必败、损兵折将;;;;;;;;;;X,,,,,
fangkuangguodu;疯狂国度;;;;;;;;;;X,,,,,
desc_fangkuangguodu;国君疯狂，是整个国家也陷入疯狂！;;;;;;;;;;X,,,,,
dashangjinnei;大赏境内;;;;;;;;;;X,,,,,
desc_dashangjinnei;大赏境内;;;;;;;;;;X,,,,,
zhengdunlizhi;整顿吏治;;;;;;;;;;X,,,,,
desc_zhengdunlizhi;整顿吏治;;;;;;;;;;X,,,,,
guangkaiyanlu;广开言路;;;;;;;;;;X,,,,,
desc_guangkaiyanlu;广开言路;;;;;;;;;;X,,,,,
bingchizhouli;秉持周礼;;;;;;;;;;X,,,,,
desc_bingchizhouli;秉持周礼;;;;;;;;;;X,,,,,
qishan;商礼;;;;;;;;;;X,,,,,
desc_qishan;商礼;;;;;;;;;;X,,,,,
xicui;西陲;;;;;;;;;;X,,,,,
desc_xicui;西陲;;;;;;;;;;X,,,,,
JIN_buff2;晋无公族;;;;;;;;;;X,,,,,
desc_JIN_buff2;晋国在曲沃代翼之后，为了避免公家实力过于强大，采取了不分封群公子的政策，从此晋国公族势力大为衰弱，六卿取而代之成为了国家政治核心。;;;;;;;;;;X,,,,,
JIN_buff1;万乘之国;;;;;;;;;;X,,,,,
desc_JIN_buff1;万乘之国;;;;;;;;;;X,,,,,
guangxi;关西;;;;;;;;;;X,,,,,
jisishangdi;祭祀上帝;;;;;;;;;;X,,,,,
zhoushizhizhang;周室之长;;;;;;;;;;X,,,,,
desc_guangxi;关西;;;;;;;;;;X,,,,,
desc_jisishangdi;祭祀上帝;;;;;;;;;;X,,,,,
desc_zhoushizhizhang;周室之长;;;;;;;;;;X,,,,,
yuenvjian;越女剑;;;;;;;;;;X,,,,,
desc_yuenvjian;越女剑;;;;;;;;;;X,,,,,
baihuzhilv;白虎之族;;;;;;;;;;X,,,,,
desc_baihuzhilv;巴族与白虎有着神秘的联系。;;;;;;;;;;X,,,,,
wangcongyijiao;望丛遗教;;;;;;;;;;X,,,,,
desc_wangcongyijiao;在春秋时代之前蜀国已经有悠久的本土开发历史。望帝杜宇教民务农，丛帝开明以水利留名，留下了蜀国的生产传统。;;;;;;;;;;X,,,,,
shuguoyiming;接受蜀国遗民;;;;;;;;;;X,,,,,
desc_shuguoyiming;蜀国灭亡后，遗民在王子的带领下南下。这只部族文化先进，而且据说拥有一支神弩。;;;;;;;;;;X,,,,,
weiwangtishen;威望提升;;;;;;;;;;X,,,,,
desc_weiwangtishen;威望提升;;;;;;;;;;X,,,,,
zhanguoshidai;战国时代;;;;;;;;;;;;;x;,,,,,
desc_zhanguoshidai;随着国家兼并战争加剧，中国进入了战国时代;;;;;;;;;;;;;x;,,,,,
luck_QIG;历史强国-齐国;;;;;;;;;;X,,,,,
desc_luck_QIG;齐国是春秋战国时期的重要国家，齐桓公是春秋时代第一个全国性质的霸主，此后齐国也一直保持着山东大国的地位，至战国宣王、威王时期，达到了另一个高峰;;;;;;;;;;X,,,,,
luck_QIN;历史强国-秦国;;;;;;;;;;X,,,,,
desc_luck_QIN;秦国在春秋早期并不显眼但迅速扩大了自己在关中地区的影响力，秦穆公称霸西戎后秦国中衰，至商鞅变法后再度崛起直到一统天下;;;;;;;;;;X,,,,,
luck_JIN;历史强国-晋国;;;;;;;;;;X,,,,,
desc_luck_JIN;晋国是整个春秋时期最大的霸主，在经历了早期的内部动荡后长期保持霸主地位，至春秋后期，六卿架空君主瓜分权力，最终导致晋国霸业中衰，直到三家分晋;;;;;;;;;;X,,,,,
luck_CHU;历史强国-楚国;;;;;;;;;;X,,,,,
desc_luck_CHU;春秋战国的统一进程有一半是由南方不同文化的楚国完成的，进入春秋时代后，楚国就开始了急速扩张的过程并多次问鼎中原，被吴国击破后楚国一度在战国复兴，但怀王之后，庞大的楚国最终衰落;;;;;;;;;;X,,,,,
luck_WUG;历史强国-吴国;;;;;;;;;;X,,,,,
desc_luck_WUG;吴国是春秋后期舞台上的重要国家，经过几代人的改革，逐渐成为东南强国并在阖闾时代攻克楚国首都郢，夫差即位后积极争霸中原，但被勾践所灭。;;;;;;;;;;X,,,,,
luck_YGO;历史强国-越国;;;;;;;;;;X,,,,,
desc_luck_YGO;越国作为偏远落后国家，直到春秋末期才和中原发生接触，但在勾践时期成功消灭当时的霸主吴国，勾践随后也成为了春秋时期最后一个霸主。;;;;;;;;;;X,,,,,
luck_ZGO;历史强国-郑国;;;;;;;;;;X,,,,,
desc_luck_ZGO;郑国是春秋时期中原的主要诸侯国，郑庄公充分利用外交和军事手段扩展势力，是春秋时代第一个小霸主。;;;;;;;;;;X,,,,,
luck_WEI;历史强国-魏国;;;;;;;;;;X,,,,,
desc_luck_WEI;魏国源自三家分晋，从战国一开始就成为了中原强国，魏文侯时期魏国人才济济，北灭中山，西取秦河西，南征楚，是战国早期第一强国。;;;;;;;;;;X,,,,,
luck_ZHO;历史强国-赵国;;;;;;;;;;X,,,,,
desc_luck_ZHO;赵国在战国前期表现平平，但在武灵王胡服骑射改革后逐渐成为唯一能和秦国抗衡的国家，至战国末期仍保持着较为强大的军事实力。;;;;;;;;;;X,,,,,
luck_YAN;历史强国-燕国;;;;;;;;;;X,,,,,
desc_luck_YAN;燕国位置偏远，整个春秋时代默默无闻，但在燕昭王时期也曾实现短暂的辉煌，一度攻取齐国七十余城。;;;;;;;;;;X,,,,,
goverment_tech_5;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_5;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_10;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_10;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_15;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_15;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_20;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_20;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_25;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_25;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_30;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_30;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_35;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_35;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_40;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_40;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_45;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_45;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_50;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_50;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_55;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_55;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_60;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_60;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_65;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_65;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_70;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_70;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_75;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_75;行政科技加成;;;;;;;;;;X,,,,,
goverment_tech_80;行政科技加成;;;;;;;;;;X,,,,,
desc_goverment_tech_80;行政科技加成;;;;;;;;;;X,,,,,
land_tech_5;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_5;军事科技加成;;;;;;;;;;X,,,,,
land_tech_10;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_10;军事科技加成;;;;;;;;;;X,,,,,
land_tech_15;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_15;军事科技加成;;;;;;;;;;X,,,,,
land_tech_20;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_20;军事科技加成;;;;;;;;;;X,,,,,
land_tech_25;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_25;军事科技加成;;;;;;;;;;X,,,,,
land_tech_30;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_30;军事科技加成;;;;;;;;;;X,,,,,
land_tech_35;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_35;军事科技加成;;;;;;;;;;X,,,,,
land_tech_40;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_40;军事科技加成;;;;;;;;;;X,,,,,
land_tech_45;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_45;军事科技加成;;;;;;;;;;X,,,,,
land_tech_50;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_50;军事科技加成;;;;;;;;;;X,,,,,
land_tech_55;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_55;军事科技加成;;;;;;;;;;X,,,,,
land_tech_60;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_60;军事科技加成;;;;;;;;;;X,,,,,
land_tech_65;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_65;军事科技加成;;;;;;;;;;X,,,,,
land_tech_70;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_70;军事科技加成;;;;;;;;;;X,,,,,
land_tech_75;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_75;军事科技加成;;;;;;;;;;X,,,,,
land_tech_80;军事科技加成;;;;;;;;;;X,,,,,
desc_land_tech_80;军事科技加成;;;;;;;;;;X,,,,,
naval_tech_5;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_5;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_10;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_10;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_15;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_15;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_20;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_20;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_25;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_25;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_30;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_30;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_35;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_35;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_40;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_40;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_45;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_45;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_50;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_50;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_55;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_55;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_60;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_60;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_65;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_65;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_70;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_70;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_75;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_75;文化科技加成;;;;;;;;;;X,,,,,
naval_tech_80;文化科技加成;;;;;;;;;;X,,,,,
desc_naval_tech_80;文化科技加成;;;;;;;;;;X,,,,,
trade_tech_5;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_5;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_10;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_10;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_15;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_15;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_20;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_20;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_25;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_25;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_30;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_30;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_35;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_35;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_40;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_40;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_45;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_45;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_50;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_50;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_55;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_55;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_60;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_60;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_65;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_65;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_70;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_70;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_75;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_75;商业科技加成;;;;;;;;;;X,,,,,
trade_tech_80;商业科技加成;;;;;;;;;;X,,,,,
desc_trade_tech_80;商业科技加成;;;;;;;;;;X,,,,,
chengwenfa;成文法;;;;;;;;;;X,,,,,
desc_chengwenfa;经过鼎刑铸书的成文法典，是国家规章的基础。;;;;;;;;;;X,,,,,
quanmianwaijiao;全面外交策略;;;;;;;;;;X,,,,,
desc_quanmianwaijiao;在决定施行广泛游说政策后，我国的外交人员全面行走于各诸侯国之间，这极大的改变了我国的国际形象，不过一时间外交人才也近乎于告急。;;;;;;;;;;X,,,,,
fengshangtaishang;封禅;;;;;;;;;;X,,,,,
desc_fengshangtaishang;封禅;;;;;;;;;;X,,,,,
shangwuchuantong;尚武传统;;;;;;;;;;X,,,,,
desc_shangwuchuantong;戎狄蛮夷的部落散布于中原，他们虽然在政治经济上落后，但在军事上却并不落后于中原国家，这主要是长期部落战争造成的尚武传统所致。;;;;;;;;;;X,,,,,
waijiaoguanxi_1a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_1a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_2a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_2a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_3a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_3a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_4a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_4a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_5a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_5a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_6a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_6a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_7a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_7a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_8a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_8a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_9a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_9a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_10a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_10a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_12a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_12a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_14a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_14a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_16a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_16a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_18a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_18a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_20a;维持同盟关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_20a;为了维持当前的同盟数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_1b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_1b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_2b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_2b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_3b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_3b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_4b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_4b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_5b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_5b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_6b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_6b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_7b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_7b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_8b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_8b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_9b;维持附庸关系;;;;;;;;;;X,,,,,
desc_waijiaoguanxi_9b;为了维持当前的附庸数量，每年必须派出一定数量的外交人员进行活动。;;;;;;;;;;X,,,,,
waijiaoguanxi_10b;维持附庸关系;;;;;;;;;;X,,,,,
