PO_PD_NEG_60;敌人赢得了绝对胜利. \n想要和平你得提供大量\n战争赔款或两个省份. ;;;;;;;;;;X
PO_PD_NEG_99;敌人赢得了完全胜利. \n想要和平你得提供多个\n省份, 否则还会更糟. ;;;;;;;;;;X
PO_PD_NEG_100;我们彻底失败, \n敌人可以随心所欲地处置我们. ;;;;;;;;;;X
PEACEBETTER_US;\n(这些条件要比对方期望的优厚得多. \n如果对方拒绝, 将引起该国民众的强烈不满. );;;;;;;;;;X
ANNEX;对方要求完全吞并我国\n(游戏结束);;;;;;;;;;X
WHITE_PEACE;无条件和平;;;;;;;;;;X
CONVERT_RELIGION;$WHO$改宗教为$RELIGION$. \n;;;;;;;;;;X
BECOME_VASSAL;$WHO$将成为封臣. \n;;;;;;;;;;X
BECOME_UNION;$FIRST$与$SECOND$结为同盟, \n$NAME$将成为两国共同的$RULER$. \n;;;;;;;;;;X
SECEDE_PROVINCES;$WHO$将割让$WHAT$. \n;;;;;;;;;;X
CORE_GIVEUP;$WHO$将放弃对$WHAT$的宣称. \n;;;;;;;;;;X
VASSAL_GIVEUP;$WHO$将结束与$WHAT$的臣属关系. \n;;;;;;;;;;X
COUNTRY_RELEASE;$WHO$承认$WHAT$成为独立国家. \n;;;;;;;;;;X
PAY_CASH;$WHO$将支付$WHAT$金币. \n;;;;;;;;;;X
CARDINAL_X_FROM;来自$LOCATION$的枢机主教$NAME$;;;;;;;;;;X
CURR_CURIA_CONTROLLER;$WHO$是当前教廷监护;;;;;;;;;;X
PAPACY_CONTROLLER;$NAME$掌控着当前的罗马教廷;;;;;;;;;;X
CURIA_BENEFIT;可以获得下列利益\n;;;;;;;;;;X
PAPAPCY_CARDINAL;受控于$WHO$;;;;;;;;;;X
BRIBE_CARDINAL;要收买这位枢机主教需要花费$CASH$金币. ;;;;;;;;;;X
CARDINAL_ALREADY_OURS;这位枢机主教已在我们的掌控之下. ;;;;;;;;;;X
CANT_AFFORD_BRIBE;你无法支付$CASH$来收买这位枢机主教. ;;;;;;;;;;X
HEADER_OVERVIEW;概览;;;;;;;;;;X
HEADER_COURT;朝廷;;;;;;;;;;X
HEADER_RELIGION;宗教;;;;;;;;;;X
HEADER_MILITARY;军事;;;;;;;;;;X
HEADER_ECONOMY;经济;;;;;;;;;;X
HEADER_POLICIES;政策;;;;;;;;;;X
HEADER_LEADER;将领;;;;;;;;;;X
ARMIES;陆军;;;;;;;;;;X
NAVIES;海军;;;;;;;;;;X
MAY_EXPLORE;你可以征召探险家和征服者. ;;;;;;;;;;X
NATIVE_UPRISING;原住民暴动;;;;;;;;;;X
CRBBREACH;城墙破裂! \n随着城墙破裂, 围攻部队破坏城防更容易了! ;;;;;;;;;;X
CRBSIEGE1;该城守军尚可支持数年. ;;;;;;;;;;X
CRBSIEGE2;城市守军可能在十二个月内投降. ;;;;;;;;;;X
CRBSIEGE3;城市守军可能在九个月内投降. ;;;;;;;;;;X
CRBSIEGE4;城市守军可能在六个月内投降. ;;;;;;;;;;X
CRBSIEGE5;城市守军可能在三个月内投降. ;;;;;;;;;;X
CRBSIEGE6;城市守军可能在几天内投降. ;;;;;;;;;;X
GAIN;得到;;;;;;;;;;X
LOSE;失去;;;;;;;;;;X
NATIVE_REG_NAME;部落;;;;;;;;;;X
TREASURY_EFFECT;$DIRECTION$$VALUE$金币. \n;;;;;;;;;;X
PRESTIGE_EFFECT;$DIRECTION$$VALUE$威望. \n;;;;;;;;;;X
INFLATION_EFFECT;$DIRECTION$$VALUE$通货膨胀. \n;;;;;;;;;;X
STABILITY_EFFECT;$DIRECTION$$VALUE$稳定. \n;;;;;;;;;;X
WAREXHAUSTION_EFFECT;$DIRECTION$$VALUE$厌战. \n;;;;;;;;;;X
MANPOWER_EFFECT;$DIRECTION$$VALUE$后备兵员. \n;;;;;;;;;;X
ARMYTRADITION_EFFECT;$DIRECTION$$VALUE$陆军传统. \n;;;;;;;;;;X
NAVYTRADITION_EFFECT;$DIRECTION$$VALUE$海军传统. \n;;;;;;;;;;X
CAPITAL_CHANGE;$NEW$将会成为新首都. \n;;;;;;;;;;X
POLICY_CHANGE;$SLIDER$$DIRECTION$$VALUE$. \n;;;;;;;;;;X
RELIGION_ENABLED;$NEW$已被启用. \n;;;;;;;;;;X
RELIGION_CHANGE_PROV;$WHERE$信仰的宗教改变为$NEW$. \n;;;;;;;;;;X
RELIGION_CHANGE;$NEW$成为我们信仰的新国教. \n;;;;;;;;;;X
NEW_CORE_EFFECT;得到核心省份$NEW$. \n;;;;;;;;;;X
LOSE_CORE_EFFECT;失去核心省份$LOSE$. \n;;;;;;;;;;X
ADVISOR_DEAD;$TYPE$$WHO$死亡了. \n;;;;;;;;;;X
RELATION_CHANGE;$ACTIVE$和$PASSIVE$之间的关系改变了$MUCH$. \n;;;;;;;;;;X
CULTURE_CHANGE;$NEW$成为了新的主流文化. \n;;;;;;;;;;X
ADD_ACCEPTED_CULTURE;$NEW$成为了相容的文化. \n;;;;;;;;;;X
REM_ACCEPTED_CULTURE;$LOSE$成为了不相容的文化. \n;;;;;;;;;;X
BECOME_EMPEROR;你成为了霸主. \n;;;;;;;;;;X
LOSE_EMPEROR;不再是霸主. \n;;;;;;;;;;X
BECOME_ELECTOR;成为了小霸. \n;;;;;;;;;;X
LOSE_ELECTOR;不再是小霸. \n;;;;;;;;;;X
ADD_IDEA;选择$NEW$作为新的国家理念. \n;;;;;;;;;;X
REM_IDEA;不再采纳$LOSE$作为国家理念. \n;;;;;;;;;;X
GOV_CHANGE;政体改变为$GOV$. \n;;;;;;;;;;X
TECH_INVEST;$DIRECTION$$VALUE$金币投资于$TECH$. \n;;;;;;;;;;X
GROUP_CHANGE;科技组改变为$GROUP$. \n;;;;;;;;;;X
CHANGE_TAG;成为$NEW$. \n;;;;;;;;;;X
CREATE_REVOLT;$SIZE$个叛乱团队在$WHERE$揭竿而起. \n;;;;;;;;;;X
CREATE_PIRATE;$SIZE$艘海盗船在$WHERE$出现. \n;;;;;;;;;;X
NATIVE_FEROCITY;$WHERE$的原住民攻击性$DIRECTION$$VALUE$. ;;;;;;;;;;X
NATIVE_HOSTILENESS;$WHERE$的原住民仇外度$DIRECTION$$VALUE$. ;;;;;;;;;;X
NATIVE_SIZE;$WHERE$的原住民数量$DIRECTION$$VALUE$. ;;;;;;;;;;X
BASE_TAX;$DIRECTION$$VALUE$税收基数在$WHERE$. \n;;;;;;;;;;X
CITYSIZE;$DIRECTION$$VALUE$人口在$WHERE$. \n;;;;;;;;;;X
MISSIONARIES;$DIRECTION$$VALUE$布道者. \n;;;;;;;;;;X
MERCHANTS;$DIRECTION$$VALUE$商贾. \n;;;;;;;;;;X
COLONISTS;$DIRECTION$$VALUE$拓荒队. \n;;;;;;;;;;X
SPIES;$DIRECTION$$VALUE$间谍. \n;;;;;;;;;;X
DIPLOMATS;$DIRECTION$$VALUE$使节. \n;;;;;;;;;;X
HRE_STATUS;$WHERE$将$DIRECTION$中原的一部分. \n;;;;;;;;;;X
BECOME;成为;;;;;;;;;;X
NOLONGER;不再是;;;;;;;;;;X
PROV_MANPOWER;$DIRECTION$$VALUE$后备兵员在$WHERE$. \n;;;;;;;;;;X
DISCOVER;发现$WHERE$. \n;;;;;;;;;;X
COT_CHANGE;在$WHERE$$DIRECTION$贸易中心. \n;;;;;;;;;;X
ADD_BUILDING;$WHERE$得到$NAME$. \n;;;;;;;;;;X
REM_BUILDING;$WHERE$失去$NAME$. \n;;;;;;;;;;X
GOODS_CHANGE;$NAME$将在$WHERE$开始出产. \n;;;;;;;;;;X
PCULTURE_CHANGE;$WHERE$的文化将改变为$NAME$. \n;;;;;;;;;;X
SECEDE_PROVINCE;割让$WHERE$给$WHO$. \n;;;;;;;;;;X
INHERIT;继承$WHO$的遗产. \n;;;;;;;;;;X
RELEASE;承认$WHO$是一个独立国家. \n;;;;;;;;;;X
none;无;;;;;;;;;;X
---; ;;;;;;;;;;X
NONE;无;;;;;;;;;;X
INCOMETAX;税收;;;;;;;;;;X
INCOMETRADE;贸易收入;;;;;;;;;;X
INCOMEGOLD;黄金收入;;;;;;;;;;X
INCOMEVASSAL;附庸国贡税;;;;;;;;;;X
INCOMELOAN;贷款利息收入;;;;;;;;;;X
INCOMEGIFT;事件收入;;;;;;;;;;X
INCOMESOW;赔款收入;;;;;;;;;;X
INCOMEDTAX;人头税;;;;;;;;;;X
INCOMEEXPORTDUTIES;通行税;;;;;;;;;;X
INCOMEHARBORFEES;关税;;;;;;;;;;X
INCOMEMANUFAC;工厂收入;;;;;;;;;;X
EXPENSEAM;陆军维持费;;;;;;;;;;X
EXPENSEFM;海军维持费;;;;;;;;;;X
EXPENSEINTEREST;贷款利息支出;;;;;;;;;;X
EXPENSELOAN;偿还贷款;;;;;;;;;;X
EXPENSEGIFT;事件支出;;;;;;;;;;X
EXPENSEFLEET;造船费用;;;;;;;;;;X
EXPENSEARMY;陆军征募费用;;;;;;;;;;X
EXPENSEMAN;工厂建设费用;;;;;;;;;;X
EXPENSEFORT;要塞建设费用;;;;;;;;;;X
EXPENSERSR;科技研究投入;;;;;;;;;;X
EXPENSEPE;贸易和基础建设投入;;;;;;;;;;X
EXPENSESTAB;稳定投入;;;;;;;;;;X
EXPENSEMER;商人派遣费用;;;;;;;;;;X
EXPENSECOL;新垦区建设费用;;;;;;;;;;X
EXPENSETRA;贸易站建设费用;;;;;;;;;;X
EXPENSEMIS;布道者派遣费用;;;;;;;;;;X
EXPENSELEADERS;指挥官征召费用;;;;;;;;;;X
EXPENSESPIES;间谍派遣费用;;;;;;;;;;X
EXPENSECOURT;顾问雇佣费用;;;;;;;;;;X
SPYCOST;花费: $COST$? ;;;;;;;;;;X
SPYSUCCESS;成功几率: $CHANCE$%;;;;;;;;;;X
SPYDISCOVER;被发现几率: $CHANCE$%;;;;;;;;;;X
REGIMENT_SIZE;$SIZE$人. \n;;;;;;;;;;X
CURRENT_MORALE;士气:$SIZE$  $STATS$\n;;;;;;;;;;X
CATEGORY;($TYPE$)\n;;;;;;;;;;X
FIRE_STATS;远程: $STATS$\n;;;;;;;;;;X
SHOCK_STATS;近战: $STATS$\n;;;;;;;;;;X
MAN_STATS;机动力: $STATS$\n;;;;;;;;;;X
CURRENT_MONARCH;当前统治者;;;;;;;;;;X
VIEW_PAP;中原守护者;;;;;;;;;;X
VIEW_HRE;诸夏;;;;;;;;;;X
MAPMODE_TER;地形地图;;;;;;;;;;X
MAPMODE_POL;政治地图;;;;;;;;;;X
MAPMODE_REL;信仰地图;;;;;;;;;;X
MAPMODE_EMP;中原地图;;;;;;;;;;X
MAPMODE_TRA;贸易地图;;;;;;;;;;X
MAPMODE_DIP;外交地图;;;;;;;;;;X
COMBAT_DICE;现阶段该军队的幸运点数. ;;;;;;;;;;X
COMBAT_SHOCK;我军将领与敌军将领冲击力的差距影响. ;;;;;;;;;;X
COMBAT_FIRE;我军将领与敌军将领火力的差距影响. ;;;;;;;;;;X
COMBAT_TERRAIN;进攻方地形效率修正;;;;;;;;;;X
COMBAT_CROSSING;进攻方渡河与登陆效率修正;;;;;;;;;;X
DISBAND_UNIT;解散单位;;;;;;;;;;X
DISBAND_UNIT_DRO;解散一支部队可以减少国家军费支出, \n还可以将减员严重的部队的人力充实到其他部队. ;;;;;;;;;;X
NEW_UNIT;组建新单位;;;;;;;;;;X
NEW_UNIT_DRO;组建新单位将会创造一个空单位, \n可以使你把团队从其他单位调出分配进去. ;;;;;;;;;;X
DESELECT_UNIT;取消选中单位;;;;;;;;;;X
DESELECT_UNIT_DRO;这个按钮将关闭当前部队窗口\n右击选中这个单位;;;;;;;;;;X
MERGE_UNITS;合并选中单位;;;;;;;;;;X
MERGE_UNITS_DRO;合并功能可以使被选中的单位合并成一个单位;;;;;;;;;;X
REORGANISE_UNITS;重新分配这两个单位的团队;;;;;;;;;;X
NO_REORGANISE_UNITS;你只能在选择两个单位时进行重新分配;;;;;;;;;;X
REORGANISE_UNITS_DRO;重新分配可以使你在这两个单位之间分配团队;;;;;;;;;;X
TRANSFER_SUB;转移;;;;;;;;;;X
TRANSFER_SUB_DRO;点击这里将会把团队转移到另一个单位里;;;;;;;;;;X
MANEUEVER;谋略;;;;;;;;;;X
SIEGE;攻城;;;;;;;;;;X
FIRE;统御;;;;;;;;;;X
SHOCK;勇武;;;;;;;;;;X
CONVERT_RULER_IRO;将你的君主转变为将军, \n使他能指挥军队;;;;;;;;;;X
CONVERT_RULER_DRO;亲自指挥军队的君主很可能会战死, \n君主死亡可能导致公卿摄政\n或者别的国家来统治你的国家, \n本国人民也不愿看到君主战死沙场;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_IRO;你的君主已经是一个将军了;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_DRO;你的君主已经被转变为将军了. \n请记住亲自指挥军队的君主很可能会战死, \n君主的死亡可能会导致公卿摄政\n或者由别的国家来统治你的国家, \n本国人民也不愿看到君主战死沙场;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_2_IRO;一个女性君主不能转变为将军. ;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_2_DRO;女性君主正在统治这个国家, \n她们不能上战场指挥军队. ;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_3_IRO;公卿摄政时期君主不能转变为将军. ;;;;;;;;;;X
CONVERT_RULER_NOT_POSSIBLE_3_DRO;你的君主现在还小, 一个公卿摄政正在统治你的国家. \n你不能把君主转变为将军, 因为他的年龄太小;;;;;;;;;;X
RECRUIT_ADVISOR;雇佣顾问;;;;;;;;;;X
RECRUIT_NO_IDEA;你必须选择"开拓荒蛮"作为国家理念, \n才能征召探险家和征服者. ;;;;;;;;;;X
RECRUIT_NO_COLONISTS;你需要拓荒队来召探险家和征服者. ;;;;;;;;;;X
RECRUIT_CANT_AFFORD;你需要至少$COST$? ;;;;;;;;;;X
RECRUIT_EXPLORER_IRO;征召探险家需要$COST$金币, \n并消耗一个拓荒队和一些海军传统. ;;;;;;;;;;X
RECRUIT_EXPLORER_DRO;海军只能在已发现水域航行, \n只有由探险家指挥的海军单位可以探索未知水域. ;;;;;;;;;;X
RECRUIT_CONQUISTADOR_IRO;征召征服者需要花费$COST$金币, \n并消耗一个拓荒队和一些陆军传统;;;;;;;;;;X
RECRUIT_CONQUISTADOR_DRO;陆军只能在已发现陆地行军. \n征服者可以探索更多陆地并将新大陆并入你的帝国. ;;;;;;;;;;X
RECRUIT_NO_DIPLOMATS;你需要一个使节来转变或者征召将军和提督;;;;;;;;;;X
RECRUIT_ADMIRAL_IRO;征召提督需要花费$COST$金币, \n并消耗一个使节和一些海军传统. ;;;;;;;;;;X
RECRUIT_ADMIRAL_DRO;提督可以指挥海军单位, 提督的能力取决与你的海军传统. ;;;;;;;;;;X
RECRUIT_GENERAL_IRO;征召将军需要花费$COST$金币, \n并消耗一个使节和一些陆军传统. ;;;;;;;;;;X
RECRUIT_GENERAL_DRO;将军可以指挥陆军单位, \n将军的能力取决于你的陆军传统. ;;;;;;;;;;X
NAVY_TRADITION_IRO;每年减少: \n;;;;;;;;;;X
NAVY_TRADITION_DRO;海军传统来自于你的国家海军作战经验的积累. \n会因为招募提督和探险家而减少, \n也会随时间流逝减少. \n国家理念, 省份设施, 海战和探索可以增加海军传统. ;;;;;;;;;;X
ARMY_TRADITION_IRO;每年减少 :\n;;;;;;;;;;X
ARMY_TRADITION_DRO;陆军传统来自于你的国家陆军作战经验的积累. \n会因为招募将军和征服者而减少, \n也会随时间流逝减少. \n国家理念, 省份设施, 陆战和探索可以增加陆军传统. ;;;;;;;;;;X
STAB_IRO;你的国家稳定度是$VALUE$. ;;;;;;;;;;X
STAB_DRO;国家稳定度影响着省份的叛乱几率与其他一些事情. \n可以在科研投资界面提高稳定度. ;;;;;;;;;;X
MANPOWER_IRO;国家后备兵员人数是$CURRENT$\n(上限是$MAX$)\n每月增加$YEARLY$\n全部部队缺编人数是$NEED$人, 本月补充人数是$USED$;;;;;;;;;;X
MANPOWER_DRO;基础数值$BASE$\n;;;;;;;;;;X
CASH_IRO;你有$CURRENT$金币 \n(每月收入$MONTHLY$, 年终人头税收入$YEARLY$, 每年$DIRECTION$$PROFIT$金币);;;;;;;;;;X
CASH_DRO;你有月入和年税两笔收入. \n月收入会在预算窗口中进行分配\n(在财政界面查看月度收支详情). \n年税则会在每年的1月1日直接加入国库. ;;;;;;;;;;X
MISSIONARY_IRO;你有$CURRENT$个布道者\n(每年增加$YEARLY$);;;;;;;;;;X
SPIES_IRO;你有$CURRENT$个间谍\n(每年增加$YEARLY$);;;;;;;;;;X
DIPLOMAT_IRO;你有$CURRENT$个使节\n(每年增加$YEARLY$);;;;;;;;;;X
SETTLER_IRO;你有 $CURRENT$ 个拓荒队\n(每年增加$YEARLY$);;;;;;;;;;X
MERCHANT_IRO;你有 $CURRENT$ 个商贾\n(每年增加$YEARLY$);;;;;;;;;;X
LANDMORALE_IRO;陆军基础士气是$CURRENT$. ;;;;;;;;;;X
LANDMORALE_DRO;当前军事科技基础士气是$CURRENT$. \n;;;;;;;;;;X
NAVALMORALE_IRO;海军基础士气是$CURRENT$. ;;;;;;;;;;X
NAVALMORALE_DRO;当前海军基础士气是$CURRENT$. \n;;;;;;;;;;X
ATTRITION_WEIGHT;单位负载量$VALUE$;;;;;;;;;;X
ATTRITION_MAX;本地最大承受限度$VALUE$. ;;;;;;;;;;X
MANUEVER;谋略;;;;;;;;;;X
REGENT;(公卿摄政);;;;;;;;;;X
NO_SPIES_TO_SEND;你没有多余间谍可以派遣. ;;;;;;;;;;X
NOT_ENOUGH_FORSPYCOST;你没有$VALUE$金币来支付任务费用. ;;;;;;;;;;X
SEND_SPY;派间谍$NAME$会花费$COST$金币. ;;;;;;;;;;X
NO_SPIES_CAPITAL;这个行动只能在首都进行;;;;;;;;;;X
NO_SPIES_PORT;这个行动只能在港口城市执行. ;;;;;;;;;;X
CONVREL_SAME;你已经信仰这个宗教了;;;;;;;;;;X
CONVREL_WAR;战争期间不能转换国教. ;;;;;;;;;;X
CONVREL_STAB;只有我国稳定度足够时才能转换国教. ;;;;;;;;;;X
CONVREL_NONLEGAL;不能从 $OLD$ 转换到   $NEW$ ;;;;;;;;;;X
CONVREL_DEF;当你是信仰守护者时你不能转换国教;;;;;;;;;;X
BADBOY0;我国名誉: 荣耀的. ;;;;;;;;;;X
BADBOY1;我国名誉: 可敬的. ;;;;;;;;;;X
BADBOY2;我国名誉: 轻微玷污的. ;;;;;;;;;;X
BADBOY3;我国名誉: 严重玷污的. ;;;;;;;;;;X
BADBOY4;我国名誉: 坏的. ;;;;;;;;;;X
BADBOY5;我国名誉: 很坏的. ;;;;;;;;;;X
BADBOY6;我国名誉: 极坏的. ;;;;;;;;;;X
BADBOY7;我国名誉: 令别国痛恨的. ;;;;;;;;;;X
BADBOY8;我国名誉: 令别国极度痛恨的. ;;;;;;;;;;X
BADBOY9;我国名誉: 令全世界所痛恨的. ;;;;;;;;;;X
BADBOYOTHER0;该国名誉: 荣耀的. ;;;;;;;;;;X
BADBOYOTHER1;该国名誉: 可敬的. ;;;;;;;;;;X
BADBOYOTHER2;该国名誉: 轻微玷污的. ;;;;;;;;;;X
BADBOYOTHER3;该国名誉: 严重玷污的. ;;;;;;;;;;X
BADBOYOTHER4;该国名誉: 坏的. ;;;;;;;;;;X
BADBOYOTHER5;该国名誉: 很坏的. ;;;;;;;;;;X
BADBOYOTHER6;该国名誉: 极坏的. ;;;;;;;;;;X
BADBOYOTHER7;该国名誉: 令别国痛恨的. ;;;;;;;;;;X
BADBOYOTHER8;该国名誉: 令别国极度痛恨的. ;;;;;;;;;;X
BADBOYOTHER9;该国名誉: 令全世界所痛恨的. . ;;;;;;;;;;X
AND;与 ;;;;;;;;;;X
OR;或;;;;;;;;;;X
TRUCEWITH;休战状态:  $LIST$. ;;;;;;;;;;X
ATWARWITH;战争状态:  $LIST$. ;;;;;;;;;;X
ALLIEDWITH;军事同盟:  $LIST$. ;;;;;;;;;;X
LEADUNIONS;主导联合统治:  $LIST$. ;;;;;;;;;;X
INUNION;被联合统治:  $LIST$. ;;;;;;;;;;X
ROYALMARRIAGE;王室联姻:  $LIST$. ;;;;;;;;;;X
LEADVASSAL;附庸国: $LIST$. ;;;;;;;;;;X
AMVASSAL;宗主国:  $LIST$. ;;;;;;;;;;X
GUARANTEED;得到独立保证:  $LIST$. ;;;;;;;;;;X
GUARANTING;给予独立保证:  $LIST$. ;;;;;;;;;;X
WARNED;遭到警告:  $LIST$. ;;;;;;;;;;X
WARNING;给予警告:  $LIST$. ;;;;;;;;;;X
PAYSUB;正在援助:  $LIST$. ;;;;;;;;;;X
GETSUB;接受援助:  $LIST$. ;;;;;;;;;;X
minimum_diplomats;(每年增加不少于1个使节);;;;;;;;;;X
BUILD_COST;建造成本;;;;;;;;;;X
LOCAL_REVOLT_RISK;本地叛乱风险;;;;;;;;;;X
GLOBAL_REVOLT_RISK;国家叛乱风险;;;;;;;;;;X
TRADE_EFFICIENCY;贸易效率;;;;;;;;;;X
PRODUCTION_EFFICIENCY;生产效率;;;;;;;;;;X
TAX_INCOME;税收;;;;;;;;;;X
LOCAL_TAX_MODIFIER;本地税收修正;;;;;;;;;;X
GLOBAL_TAX_MODIFIER;国家税收修正;;;;;;;;;;X
STABILITY_COST;稳定花费;;;;;;;;;;X
STABILITY_COST_MODIFIER;稳定花费修正;;;;;;;;;;X
STABILITY_INVESTMENT;每月稳定投资;;;;;;;;;;X
INFLATION_REDUCTION;通货膨胀下降率;;;;;;;;;;X
INTEREST;贷款利率;;;;;;;;;;X
YEARLY_COLONISTS;每年拓荒队数量;;;;;;;;;;X
YEARLY_MISSIONARIES;每年布道者数量;;;;;;;;;;X
YEARLY_SPIES;每年间谍数量;;;;;;;;;;X
YEARLY_MERCHANTS;每年商贾数量;;;;;;;;;;X
YEARLY_DIPLOMATS;每年使节数量;;;;;;;;;;X
MERCHANT_COST;派遣商人花费;;;;;;;;;;X
MERCHANT_PLACEMENT_CHANCE;商人安置成功率;;;;;;;;;;X
MERCHANT_COMPETE_CHANCE;商人竞争成功率;;;;;;;;;;X
COLONIST_COST;拓荒队派遣花费;;;;;;;;;;X
COLONIST_PLACEMENT_CHANCE;移民成功率;;;;;;;;;;X
LOCAL_COLONIST_COST;当地移民花费;;;;;;;;;;X
LOCAL_COLONIST_PLACEMENT_CHANCE;当地移民几率;;;;;;;;;;X
MISSIONARY_COST;布道者派遣花费;;;;;;;;;;X
MISSIONARY_PLACEMENT_CHANCE;传教成功率;;;;;;;;;;X
LOCAL_MISSIONARY_COST;本地传教花费;;;;;;;;;;X
LOCAL_MISSIONARY_PLACEMENT_CHANCE;本地传教成功率;;;;;;;;;;X
POPULATION_GROWTH;人口增长率;;;;;;;;;;X
LAND_MORALE;陆军士气;;;;;;;;;;X
NAVAL_MORALE;海军士气;;;;;;;;;;X
MANPOWER;后备兵员增长;;;;;;;;;;X
LOCAL_MANPOWER;本地后备兵员修正;;;;;;;;;;X
GLOBAL_MANPOWER;国家后备兵员修正;;;;;;;;;;X
LAND_FORCELIMIT;陆军规模上限;;;;;;;;;;X
NAVAL_FORCELIMIT;海军规模上限;;;;;;;;;;X
LAND_FORCELIMIT_MODIFIER;陆军规模上限修正;;;;;;;;;;X
NAVAL_FORCELIMIT_MODIFIER;海军规模上限修正;;;;;;;;;;X
INFANTRY_COST;步兵组建费用;;;;;;;;;;X
CAVALRY_COST;骑兵组建费用;;;;;;;;;;X
ARTILLERY_COST;战车组建费用;;;;;;;;;;X
BIGSHIP_COST;大型战舰建造费用;;;;;;;;;;X
LIGHTSHIP_COST;小型战舰建造费用;;;;;;;;;;X
GALLEY_COST;桨帆战舰建造费用;;;;;;;;;;X
TRANSPORT_COST;运输船建造费用;;;;;;;;;;X
land_tech_investment;军事科技投资;;;;;;;;;;X
naval_tech_investment;文化科技投资;;;;;;;;;;X
trade_tech_investment;商业科技投资;;;;;;;;;;X
production_tech_investment;工业科技投资;;;;;;;;;;X
government_tech_investment;行政科技投资;;;;;;;;;;X
land_tech_cost_modifier;陆军科研费用修正;;;;;;;;;;X
naval_tech_cost_modifier;文化科研费用修正;;;;;;;;;;X
trade_tech_cost_modifier;商业科研费用修正;;;;;;;;;;X
